participant,modality,response,response_c,rt,n_exposure,afc_loops,prime,target,pair,trial,loop,final_loop
1001,image,correct,1,1179.984721,6,2,palec,tobyla,palec-tobyla,1,1,not-last
1001,image,correct,1,1183.343451,6,2,dynia,abuset,dynia-abuset,2,1,not-last
1001,image,correct,1,1186.961693,6,2,lalka,abedo,lalka-abedo,3,1,not-last
1001,image,correct,1,1190.443456,6,2,papuga,wema,papuga-wema,4,1,not-last
1001,ortho,correct,1,1193.538076,6,2,mewa,tanek,mewa-tanek,5,1,not-last
1001,ortho,correct,1,1197.495202,6,2,krawat,lazin,krawat-lazin,6,1,not-last
1001,ortho,correct,1,1200.711669,6,2,ziemniak,pekom,ziemniak-pekom,7,1,not-last
1001,image,correct,1,1204.016772,6,2,dzwonek,josta,dzwonek-josta,8,1,not-last
1001,image,correct,1,1206.971732,6,2,wyspa,owiza,wyspa-owiza,9,1,not-last
1001,ortho,correct,1,1210.304419,6,2,oko,sodem,oko-sodem,10,1,not-last
1001,image,correct,1,1213.652461,6,2,torba,lakob,torba-lakob,11,1,not-last
1001,ortho,correct,1,1219.105,6,2,samolot,pakosta,samolot-pakosta,12,1,not-last
1001,image,correct,1,1222.411113,6,2,krowa,nuketo,krowa-nuketo,13,1,not-last
1001,image,correct,1,1225.610318,6,2,foka,nedonim,foka-nedonim,14,1,not-last
1001,image,correct,1,1229.527311,6,2,kaczka,obir,kaczka-obir,15,1,not-last
1001,image,correct,1,1232.359989,6,2,kolano,ostana,kolano-ostana,16,1,not-last
1001,image,correct,1,1235.462493,6,2,lustro,waben,lustro-waben,17,1,not-last
1001,image,correct,1,1238.78141,6,2,winda,debota,winda-debota,18,1,not-last
1001,image,correct,1,1241.86215,6,2,jajko,nalet,jajko-nalet,19,1,not-last
1001,ortho,correct,1,1245.190675,6,2,cytryna,beler,cytryna-beler,20,1,not-last
1001,image,correct,1,1248.785375,6,2,ryba,alo,ryba-alo,21,1,not-last
1001,image,correct,1,1251.661831,6,2,lotnisko,badipret,lotnisko-badipret,22,1,not-last
1001,image,correct,1,1254.678532,6,2,parasol,ota,parasol-ota,23,1,not-last
1001,image,correct,1,1257.730569,6,2,fartuch,izodo,fartuch-izodo,24,1,not-last
1001,image,correct,1,1260.623955,6,2,kapelusz,stotewal,kapelusz-stotewal,25,1,not-last
1001,image,correct,1,1263.702373,6,2,ucho,honisa,ucho-honisa,26,1,not-last
1001,ortho,correct,1,1266.973458,6,2,stopa,uwa,stopa-uwa,27,1,not-last
1001,ortho,correct,1,1269.878226,6,2,butelka,chepra,butelka-chepra,28,1,not-last
1001,ortho,correct,1,1274.64104,6,2,kotwica,ezaja,kotwica-ezaja,29,1,not-last
1001,ortho,correct,1,1277.706055,6,2,zegarek,fena,zegarek-fena,30,1,not-last
1001,ortho,correct,1,1280.983798,6,2,silnik,prelata,silnik-prelata,31,1,not-last
1001,ortho,correct,1,1284.096746,6,2,skarpetka,seranak,skarpetka-seranak,32,1,not-last
1001,ortho,correct,1,1287.248137,6,2,papryka,lalum,papryka-lalum,33,1,not-last
1001,ortho,correct,1,1290.297937,6,2,osa,sawiko,osa-sawiko,34,1,not-last
1001,ortho,correct,1,1295.997302,6,2,cebula,staca,cebula-staca,35,1,not-last
1001,ortho,correct,1,1301.465023,6,2,homar,deba,homar-deba,36,1,not-last
1001,ortho,correct,1,1305.03057,6,2,owca,techar,owca-techar,37,1,not-last
1001,ortho,correct,1,1309.848439,6,2,gazeta,rocepra,gazeta-rocepra,38,1,not-last
1001,ortho,correct,1,1313.230077,6,2,koza,rojon,koza-rojon,39,1,not-last
1001,ortho,correct,1,1316.46827,6,2,indyk,nanoch,indyk-nanoch,40,1,not-last
1001,image,correct,1,1319.456313,6,2,palec,tobyla,palec-tobyla,41,2,last
1001,image,correct,1,1322.498554,6,2,dynia,abuset,dynia-abuset,42,2,last
1001,ortho,correct,1,1325.908366,6,2,mewa,tanek,mewa-tanek,43,2,last
1001,image,correct,1,1329.005016,6,2,lalka,abedo,lalka-abedo,44,2,last
1001,ortho,correct,1,1332.177802,6,2,krawat,lazin,krawat-lazin,45,2,last
1001,ortho,correct,1,1335.334696,6,2,ziemniak,pekom,ziemniak-pekom,46,2,last
1001,ortho,correct,1,1338.102415,6,2,oko,sodem,oko-sodem,47,2,last
1001,image,correct,1,1341.126021,6,2,papuga,wema,papuga-wema,48,2,last
1001,image,correct,1,1343.816186,6,2,dzwonek,josta,dzwonek-josta,49,2,last
1001,image,correct,1,1346.617398,6,2,wyspa,owiza,wyspa-owiza,50,2,last
1001,image,correct,1,1349.650424,6,2,torba,lakob,torba-lakob,51,2,last
1001,image,correct,1,1352.564307,6,2,krowa,nuketo,krowa-nuketo,52,2,last
1001,image,correct,1,1355.249642,6,2,foka,nedonim,foka-nedonim,53,2,last
1001,image,correct,1,1358.148445,6,2,kaczka,obir,kaczka-obir,54,2,last
1001,ortho,correct,1,1360.894544,6,2,samolot,pakosta,samolot-pakosta,55,2,last
1001,image,correct,1,1363.856499,6,2,kolano,ostana,kolano-ostana,56,2,last
1001,image,correct,1,1366.716511,6,2,lustro,waben,lustro-waben,57,2,last
1001,image,correct,1,1369.45334,6,2,winda,debota,winda-debota,58,2,last
1001,ortho,correct,1,1372.647026,6,2,cytryna,beler,cytryna-beler,59,2,last
1001,image,correct,1,1375.665229,6,2,jajko,nalet,jajko-nalet,60,2,last
1001,image,correct,1,1378.800535,6,2,ryba,alo,ryba-alo,61,2,last
1001,image,correct,1,1381.469868,6,2,lotnisko,badipret,lotnisko-badipret,62,2,last
1001,image,correct,1,1384.23787,6,2,parasol,ota,parasol-ota,63,2,last
1001,image,correct,1,1387.118972,6,2,fartuch,izodo,fartuch-izodo,64,2,last
1001,image,correct,1,1390.382562,6,2,kapelusz,stotewal,kapelusz-stotewal,65,2,last
1001,ortho,correct,1,1393.27736,6,2,stopa,uwa,stopa-uwa,66,2,last
1001,ortho,correct,1,1396.616937,6,2,butelka,chepra,butelka-chepra,67,2,last
1001,ortho,correct,1,1400.04612,6,2,kotwica,ezaja,kotwica-ezaja,68,2,last
1001,image,correct,1,1403.262158,6,2,ucho,honisa,ucho-honisa,69,2,last
1001,ortho,correct,1,1406.187996,6,2,zegarek,fena,zegarek-fena,70,2,last
1001,ortho,correct,1,1409.002404,6,2,silnik,prelata,silnik-prelata,71,2,last
1001,ortho,correct,1,1411.933586,6,2,skarpetka,seranak,skarpetka-seranak,72,2,last
1001,ortho,correct,1,1415.066911,6,2,papryka,lalum,papryka-lalum,73,2,last
1001,ortho,correct,1,1417.951579,6,2,osa,sawiko,osa-sawiko,74,2,last
1001,ortho,correct,1,1421.486108,6,2,cebula,staca,cebula-staca,75,2,last
1001,ortho,correct,1,1424.489083,6,2,homar,deba,homar-deba,76,2,last
1001,ortho,correct,1,1427.395233,6,2,owca,techar,owca-techar,77,2,last
1001,ortho,correct,1,1430.585024,6,2,gazeta,rocepra,gazeta-rocepra,78,2,last
1001,ortho,correct,1,1433.661265,6,2,koza,rojon,koza-rojon,79,2,last
1001,ortho,correct,1,1437.052538,6,2,indyk,nanoch,indyk-nanoch,80,2,last
1002,ortho,correct,1,1407.485851,7,3,papryka,deba,papryka-deba,1,1,not-last
1002,ortho,correct,1,1411.788849,7,3,ziemniak,fena,ziemniak-fena,2,1,not-last
1002,ortho,correct,1,1416.946872,7,3,osa,tanek,osa-tanek,3,1,not-last
1002,ortho,correct,1,1420.361814,7,3,owca,sodem,owca-sodem,4,1,not-last
1002,image,correct,1,1424.679409,7,3,ryba,honisa,ryba-honisa,5,1,not-last
1002,image,incorrect,0,1428.037919,7,3,palec,ota,palec-ota,6,1,not-last
1002,image,correct,1,1440.14895,7,3,foka,obir,foka-obir,7,1,not-last
1002,ortho,correct,1,1443.716154,7,3,winda,abuset,winda-abuset,8,1,not-last
1002,image,correct,1,1450.940611,7,3,krawat,ezaja,krawat-ezaja,9,1,not-last
1002,ortho,correct,1,1453.810629,7,3,kotwica,nanoch,kotwica-nanoch,10,1,not-last
1002,ortho,correct,1,1458.704065,7,3,zegarek,staca,zegarek-staca,11,1,not-last
1002,image,correct,1,1461.595795,7,3,cytryna,chepra,cytryna-chepra,12,1,not-last
1002,ortho,correct,1,1465.137455,7,3,fartuch,josta,fartuch-josta,13,1,not-last
1002,ortho,correct,1,1470.463124,7,3,jajko,stotewal,jajko-stotewal,14,1,not-last
1002,image,correct,1,1475.88556,7,3,dynia,nuketo,dynia-nuketo,15,1,not-last
1002,ortho,correct,1,1479.283992,7,3,lotnisko,nedonim,lotnisko-nedonim,16,1,not-last
1002,image,incorrect,0,1483.213379,7,3,butelka,seranak,butelka-seranak,17,1,not-last
1002,ortho,correct,1,1489.85066,7,3,samolot,sawiko,samolot-sawiko,18,1,not-last
1002,ortho,correct,1,1493.202869,7,3,stopa,prelata,stopa-prelata,19,1,not-last
1002,image,correct,1,1500.788578,7,3,skarpetka,pakosta,skarpetka-pakosta,20,1,not-last
1002,image,correct,1,1504.364918,7,3,parasol,lakob,parasol-lakob,21,1,not-last
1002,ortho,correct,1,1507.397265,7,3,kolano,abedo,kolano-abedo,22,1,not-last
1002,image,correct,1,1510.752536,7,3,wyspa,alo,wyspa-alo,23,1,not-last
1002,image,correct,1,1515.141718,7,3,torba,debota,torba-debota,24,1,not-last
1002,image,correct,1,1517.671722,7,3,indyk,pekom,indyk-pekom,25,1,not-last
1002,ortho,correct,1,1522.699905,7,3,koza,lalum,koza-lalum,26,1,not-last
1002,ortho,correct,1,1526.287205,7,3,homar,rocepra,homar-rocepra,27,1,not-last
1002,image,correct,1,1529.528824,7,3,mewa,rojon,mewa-rojon,28,1,not-last
1002,ortho,correct,1,1532.828116,7,3,papuga,badipret,papuga-badipret,29,1,not-last
1002,ortho,correct,1,1540.069065,7,3,lalka,waben,lalka-waben,30,1,not-last
1002,image,correct,1,1544.368012,7,3,ucho,wema,ucho-wema,31,1,not-last
1002,image,correct,1,1547.389373,7,3,krowa,nalet,krowa-nalet,32,1,not-last
1002,ortho,correct,1,1550.242943,7,3,oko,lazin,oko-lazin,33,1,not-last
1002,image,correct,1,1554.028265,7,3,cebula,uwa,cebula-uwa,34,1,not-last
1002,ortho,correct,1,1561.093409,7,3,silnik,techar,silnik-techar,35,1,not-last
1002,ortho,correct,1,1564.432569,7,3,gazeta,beler,gazeta-beler,36,1,not-last
1002,image,correct,1,1567.637228,7,3,lustro,owiza,lustro-owiza,37,1,not-last
1002,image,correct,1,1575.546073,7,3,kapelusz,izodo,kapelusz-izodo,38,1,not-last
1002,image,correct,1,1580.168393,7,3,kaczka,ostana,kaczka-ostana,39,1,not-last
1002,image,correct,1,1583.85983,7,3,dzwonek,tobyla,dzwonek-tobyla,40,1,not-last
1002,ortho,correct,1,1587.240631,7,3,papryka,deba,papryka-deba,41,2,not-last
1002,ortho,correct,1,1591.798583,7,3,ziemniak,fena,ziemniak-fena,42,2,not-last
1002,image,correct,1,1595.692323,7,3,osa,tanek,osa-tanek,43,2,not-last
1002,image,incorrect,0,1598.509863,7,3,owca,sodem,owca-sodem,44,2,not-last
1002,image,correct,1,1601.95615,7,3,ryba,honisa,ryba-honisa,45,2,not-last
1002,ortho,correct,1,1604.624135,7,3,palec,ota,palec-ota,46,2,not-last
1002,ortho,correct,1,1607.981555,7,3,foka,obir,foka-obir,47,2,not-last
1002,ortho,correct,1,1612.541808,7,3,winda,abuset,winda-abuset,48,2,not-last
1002,image,correct,1,1615.480304,7,3,krawat,ezaja,krawat-ezaja,49,2,not-last
1002,image,correct,1,1618.339461,7,3,kotwica,nanoch,kotwica-nanoch,50,2,not-last
1002,ortho,correct,1,1621.552866,7,3,zegarek,staca,zegarek-staca,51,2,not-last
1002,ortho,correct,1,1624.56743,7,3,cytryna,chepra,cytryna-chepra,52,2,not-last
1002,image,correct,1,1628.563306,7,3,fartuch,josta,fartuch-josta,53,2,not-last
1002,image,incorrect,0,1630.961518,7,3,jajko,stotewal,jajko-stotewal,54,2,not-last
1002,ortho,correct,1,1637.912403,7,3,dynia,nuketo,dynia-nuketo,55,2,not-last
1002,image,correct,1,1645.531708,7,3,lotnisko,nedonim,lotnisko-nedonim,56,2,not-last
1002,ortho,correct,1,1648.234041,7,3,butelka,seranak,butelka-seranak,57,2,not-last
1002,image,correct,1,1653.090844,7,3,samolot,sawiko,samolot-sawiko,58,2,not-last
1002,ortho,correct,1,1656.044747,7,3,stopa,prelata,stopa-prelata,59,2,not-last
1002,image,correct,1,1660.916317,7,3,skarpetka,pakosta,skarpetka-pakosta,60,2,not-last
1002,image,correct,1,1664.204784,7,3,parasol,lakob,parasol-lakob,61,2,not-last
1002,image,correct,1,1666.808889,7,3,kolano,abedo,kolano-abedo,62,2,not-last
1002,image,correct,1,1669.854652,7,3,wyspa,alo,wyspa-alo,63,2,not-last
1002,ortho,correct,1,1672.495418,7,3,torba,debota,torba-debota,64,2,not-last
1002,ortho,correct,1,1675.130362,7,3,indyk,pekom,indyk-pekom,65,2,not-last
1002,ortho,correct,1,1678.580436,7,3,koza,lalum,koza-lalum,66,2,not-last
1002,ortho,correct,1,1682.105588,7,3,homar,rocepra,homar-rocepra,67,2,not-last
1002,image,correct,1,1685.522669,7,3,mewa,rojon,mewa-rojon,68,2,not-last
1002,image,correct,1,1688.114605,7,3,papuga,badipret,papuga-badipret,69,2,not-last
1002,ortho,correct,1,1690.884519,7,3,lalka,waben,lalka-waben,70,2,not-last
1002,ortho,correct,1,1693.921248,7,3,ucho,wema,ucho-wema,71,2,not-last
1002,image,correct,1,1698.49758,7,3,krowa,nalet,krowa-nalet,72,2,not-last
1002,ortho,correct,1,1705.009937,7,3,oko,lazin,oko-lazin,73,2,not-last
1002,ortho,correct,1,1708.153213,7,3,cebula,uwa,cebula-uwa,74,2,not-last
1002,ortho,correct,1,1711.069683,7,3,silnik,techar,silnik-techar,75,2,not-last
1002,image,correct,1,1715.499766,7,3,gazeta,beler,gazeta-beler,76,2,not-last
1002,image,correct,1,1720.480795,7,3,lustro,owiza,lustro-owiza,77,2,not-last
1002,ortho,correct,1,1723.645095,7,3,kapelusz,izodo,kapelusz-izodo,78,2,not-last
1002,image,correct,1,1727.142393,7,3,kaczka,ostana,kaczka-ostana,79,2,not-last
1002,image,correct,1,1731.971679,7,3,dzwonek,tobyla,dzwonek-tobyla,80,2,not-last
1002,ortho,correct,1,1734.373407,7,3,papryka,deba,papryka-deba,81,3,last
1002,image,correct,1,1738.936608,7,3,ziemniak,fena,ziemniak-fena,82,3,last
1002,image,correct,1,1742.164682,7,3,osa,tanek,osa-tanek,83,3,last
1002,ortho,correct,1,1745.632684,7,3,owca,sodem,owca-sodem,84,3,last
1002,ortho,correct,1,1749.358836,7,3,ryba,honisa,ryba-honisa,85,3,last
1002,ortho,correct,1,1752.596675,7,3,palec,ota,palec-ota,86,3,last
1002,ortho,correct,1,1756.894379,7,3,foka,obir,foka-obir,87,3,last
1002,ortho,correct,1,1760.507816,7,3,winda,abuset,winda-abuset,88,3,last
1002,image,correct,1,1763.478881,7,3,krawat,ezaja,krawat-ezaja,89,3,last
1002,image,correct,1,1766.425776,7,3,kotwica,nanoch,kotwica-nanoch,90,3,last
1002,ortho,correct,1,1769.341099,7,3,zegarek,staca,zegarek-staca,91,3,last
1002,image,correct,1,1772.750656,7,3,cytryna,chepra,cytryna-chepra,92,3,last
1002,ortho,correct,1,1776.196978,7,3,fartuch,josta,fartuch-josta,93,3,last
1002,ortho,correct,1,1781.210181,7,3,jajko,stotewal,jajko-stotewal,94,3,last
1002,ortho,correct,1,1784.294228,7,3,dynia,nuketo,dynia-nuketo,95,3,last
1002,ortho,correct,1,1789.045511,7,3,lotnisko,nedonim,lotnisko-nedonim,96,3,last
1002,image,correct,1,1792.874012,7,3,butelka,seranak,butelka-seranak,97,3,last
1002,image,correct,1,1795.524709,7,3,samolot,sawiko,samolot-sawiko,98,3,last
1002,ortho,correct,1,1799.528944,7,3,stopa,prelata,stopa-prelata,99,3,last
1002,ortho,correct,1,1803.194131,7,3,skarpetka,pakosta,skarpetka-pakosta,100,3,last
1002,ortho,correct,1,1807.212066,7,3,parasol,lakob,parasol-lakob,101,3,last
1002,ortho,correct,1,1809.644961,7,3,kolano,abedo,kolano-abedo,102,3,last
1002,ortho,correct,1,1812.688645,7,3,wyspa,alo,wyspa-alo,103,3,last
1002,image,correct,1,1816.093701,7,3,torba,debota,torba-debota,104,3,last
1002,ortho,correct,1,1819.476365,7,3,indyk,pekom,indyk-pekom,105,3,last
1002,ortho,correct,1,1822.443408,7,3,koza,lalum,koza-lalum,106,3,last
1002,image,correct,1,1826.057164,7,3,homar,rocepra,homar-rocepra,107,3,last
1002,image,correct,1,1829.919444,7,3,mewa,rojon,mewa-rojon,108,3,last
1002,ortho,correct,1,1833.892668,7,3,papuga,badipret,papuga-badipret,109,3,last
1002,image,correct,1,1837.553796,7,3,lalka,waben,lalka-waben,110,3,last
1002,ortho,correct,1,1840.199011,7,3,ucho,wema,ucho-wema,111,3,last
1002,image,correct,1,1844.288256,7,3,krowa,nalet,krowa-nalet,112,3,last
1002,image,correct,1,1852.629256,7,3,oko,lazin,oko-lazin,113,3,last
1002,image,correct,1,1855.289942,7,3,cebula,uwa,cebula-uwa,114,3,last
1002,image,correct,1,1859.618057,7,3,silnik,techar,silnik-techar,115,3,last
1002,image,correct,1,1862.769603,7,3,gazeta,beler,gazeta-beler,116,3,last
1002,image,correct,1,1867.965622,7,3,lustro,owiza,lustro-owiza,117,3,last
1002,image,correct,1,1872.527196,7,3,kapelusz,izodo,kapelusz-izodo,118,3,last
1002,image,correct,1,1875.358179,7,3,kaczka,ostana,kaczka-ostana,119,3,last
1002,image,correct,1,1878.048441,7,3,dzwonek,tobyla,dzwonek-tobyla,120,3,last
1003,image,correct,1,1151.937234,6,2,palec,tobyla,palec-tobyla,1,1,not-last
1003,image,correct,1,1157.117273,6,2,dynia,abuset,dynia-abuset,2,1,not-last
1003,ortho,correct,1,1160.295887,6,2,mewa,tanek,mewa-tanek,3,1,not-last
1003,ortho,correct,1,1163.965939,6,2,krawat,lazin,krawat-lazin,4,1,not-last
1003,ortho,correct,1,1167.434842,6,2,ziemniak,pekom,ziemniak-pekom,5,1,not-last
1003,image,correct,1,1170.579952,6,2,lalka,abedo,lalka-abedo,6,1,not-last
1003,image,correct,1,1176.750087,6,2,papuga,wema,papuga-wema,7,1,not-last
1003,image,correct,1,1181.386328,6,2,dzwonek,josta,dzwonek-josta,8,1,not-last
1003,image,correct,1,1184.816735,6,2,wyspa,owiza,wyspa-owiza,9,1,not-last
1003,ortho,correct,1,1188.378852,6,2,oko,sodem,oko-sodem,10,1,not-last
1003,image,correct,1,1193.542348,6,2,torba,lakob,torba-lakob,11,1,not-last
1003,image,correct,1,1200.654529,6,2,krowa,nuketo,krowa-nuketo,12,1,not-last
1003,ortho,correct,1,1204.446833,6,2,samolot,pakosta,samolot-pakosta,13,1,not-last
1003,image,correct,1,1209.713765,6,2,foka,nedonim,foka-nedonim,14,1,not-last
1003,image,correct,1,1212.803534,6,2,kaczka,obir,kaczka-obir,15,1,not-last
1003,ortho,correct,1,1220.141498,6,2,cytryna,beler,cytryna-beler,16,1,not-last
1003,ortho,correct,1,1224.024624,6,2,stopa,uwa,stopa-uwa,17,1,not-last
1003,ortho,correct,1,1228.079921,6,2,butelka,chepra,butelka-chepra,18,1,not-last
1003,ortho,correct,1,1232.45566,6,2,kotwica,ezaja,kotwica-ezaja,19,1,not-last
1003,ortho,correct,1,1244.656365,6,2,zegarek,fena,zegarek-fena,20,1,not-last
1003,ortho,correct,1,1247.504012,6,2,silnik,prelata,silnik-prelata,21,1,not-last
1003,image,correct,1,1254.612822,6,2,kolano,ostana,kolano-ostana,22,1,not-last
1003,ortho,correct,1,1258.511991,6,2,skarpetka,seranak,skarpetka-seranak,23,1,not-last
1003,image,correct,1,1263.095686,6,2,lustro,waben,lustro-waben,24,1,not-last
1003,ortho,correct,1,1266.499936,6,2,papryka,lalum,papryka-lalum,25,1,not-last
1003,image,correct,1,1269.612241,6,2,winda,debota,winda-debota,26,1,not-last
1003,image,correct,1,1273.515744,6,2,jajko,nalet,jajko-nalet,27,1,not-last
1003,image,correct,1,1276.953738,6,2,ryba,alo,ryba-alo,28,1,not-last
1003,ortho,correct,1,1279.600478,6,2,osa,sawiko,osa-sawiko,29,1,not-last
1003,ortho,correct,1,1283.771899,6,2,cebula,staca,cebula-staca,30,1,not-last
1003,ortho,correct,1,1287.261577,6,2,homar,deba,homar-deba,31,1,not-last
1003,image,correct,1,1291.06434,6,2,lotnisko,badipret,lotnisko-badipret,32,1,not-last
1003,image,correct,1,1294.657804,6,2,parasol,ota,parasol-ota,33,1,not-last
1003,ortho,correct,1,1298.042119,6,2,owca,techar,owca-techar,34,1,not-last
1003,ortho,correct,1,1302.592867,6,2,gazeta,rocepra,gazeta-rocepra,35,1,not-last
1003,image,correct,1,1306.109939,6,2,fartuch,izodo,fartuch-izodo,36,1,not-last
1003,ortho,correct,1,1309.256042,6,2,koza,rojon,koza-rojon,37,1,not-last
1003,ortho,correct,1,1315.907216,6,2,indyk,nanoch,indyk-nanoch,38,1,not-last
1003,image,correct,1,1319.332552,6,2,kapelusz,stotewal,kapelusz-stotewal,39,1,not-last
1003,image,correct,1,1323.811912,6,2,ucho,honisa,ucho-honisa,40,1,not-last
1003,ortho,correct,1,1328.516269,6,2,mewa,tanek,mewa-tanek,41,2,last
1003,image,correct,1,1332.925537,6,2,palec,tobyla,palec-tobyla,42,2,last
1003,ortho,correct,1,1337.347032,6,2,krawat,lazin,krawat-lazin,43,2,last
1003,image,correct,1,1340.381761,6,2,dynia,abuset,dynia-abuset,44,2,last
1003,ortho,correct,1,1346.270976,6,2,ziemniak,pekom,ziemniak-pekom,45,2,last
1003,ortho,correct,1,1351.109619,6,2,oko,sodem,oko-sodem,46,2,last
1003,image,correct,1,1355.245267,6,2,lalka,abedo,lalka-abedo,47,2,last
1003,image,correct,1,1358.520923,6,2,papuga,wema,papuga-wema,48,2,last
1003,ortho,correct,1,1361.354134,6,2,samolot,pakosta,samolot-pakosta,49,2,last
1003,ortho,correct,1,1365.05308,6,2,cytryna,beler,cytryna-beler,50,2,last
1003,ortho,correct,1,1368.3257,6,2,stopa,uwa,stopa-uwa,51,2,last
1003,ortho,correct,1,1372.108007,6,2,butelka,chepra,butelka-chepra,52,2,last
1003,image,correct,1,1375.192603,6,2,dzwonek,josta,dzwonek-josta,53,2,last
1003,ortho,correct,1,1378.739961,6,2,kotwica,ezaja,kotwica-ezaja,54,2,last
1003,image,correct,1,1382.716878,6,2,wyspa,owiza,wyspa-owiza,55,2,last
1003,image,correct,1,1386.191233,6,2,torba,lakob,torba-lakob,56,2,last
1003,image,correct,1,1390.059503,6,2,krowa,nuketo,krowa-nuketo,57,2,last
1003,ortho,correct,1,1393.170794,6,2,zegarek,fena,zegarek-fena,58,2,last
1003,ortho,correct,1,1396.629326,6,2,silnik,prelata,silnik-prelata,59,2,last
1003,image,correct,1,1401.072576,6,2,foka,nedonim,foka-nedonim,60,2,last
1003,image,correct,1,1404.125213,6,2,kaczka,obir,kaczka-obir,61,2,last
1003,ortho,correct,1,1407.604892,6,2,skarpetka,seranak,skarpetka-seranak,62,2,last
1003,ortho,correct,1,1410.360799,6,2,papryka,lalum,papryka-lalum,63,2,last
1003,image,correct,1,1413.677058,6,2,kolano,ostana,kolano-ostana,64,2,last
1003,image,correct,1,1416.594292,6,2,lustro,waben,lustro-waben,65,2,last
1003,ortho,correct,1,1420.153565,6,2,osa,sawiko,osa-sawiko,66,2,last
1003,image,correct,1,1423.068793,6,2,winda,debota,winda-debota,67,2,last
1003,ortho,correct,1,1428.140601,6,2,cebula,staca,cebula-staca,68,2,last
1003,image,correct,1,1431.067037,6,2,jajko,nalet,jajko-nalet,69,2,last
1003,image,correct,1,1433.731928,6,2,ryba,alo,ryba-alo,70,2,last
1003,image,correct,1,1436.460765,6,2,lotnisko,badipret,lotnisko-badipret,71,2,last
1003,image,correct,1,1439.229807,6,2,parasol,ota,parasol-ota,72,2,last
1003,image,correct,1,1441.543068,6,2,fartuch,izodo,fartuch-izodo,73,2,last
1003,ortho,correct,1,1444.976518,6,2,homar,deba,homar-deba,74,2,last
1003,ortho,correct,1,1450.847141,6,2,owca,techar,owca-techar,75,2,last
1003,ortho,correct,1,1454.591196,6,2,gazeta,rocepra,gazeta-rocepra,76,2,last
1003,ortho,correct,1,1457.761532,6,2,koza,rojon,koza-rojon,77,2,last
1003,image,correct,1,1461.826409,6,2,kapelusz,stotewal,kapelusz-stotewal,78,2,last
1003,ortho,correct,1,1464.955785,6,2,indyk,nanoch,indyk-nanoch,79,2,last
1003,image,correct,1,1468.348393,6,2,ucho,honisa,ucho-honisa,80,2,last
1005,ortho,correct,1,1311.126246,6,2,ziemniak,fena,ziemniak-fena,1,1,not-last
1005,image,correct,1,1316.628814,6,2,foka,obir,foka-obir,2,1,not-last
1005,image,correct,1,1319.391398,6,2,winda,abuset,winda-abuset,3,1,not-last
1005,ortho,correct,1,1322.932149,6,2,osa,tanek,osa-tanek,4,1,not-last
1005,image,correct,1,1326.760371,6,2,ryba,honisa,ryba-honisa,5,1,not-last
1005,ortho,correct,1,1330.081849,6,2,papryka,deba,papryka-deba,6,1,not-last
1005,image,correct,1,1333.261547,6,2,palec,ota,palec-ota,7,1,not-last
1005,ortho,correct,1,1336.846924,6,2,owca,sodem,owca-sodem,8,1,not-last
1005,image,correct,1,1340.377406,6,2,jajko,stotewal,jajko-stotewal,9,1,not-last
1005,ortho,correct,1,1343.77032,6,2,kotwica,nanoch,kotwica-nanoch,10,1,not-last
1005,ortho,correct,1,1346.53256,6,2,krawat,ezaja,krawat-ezaja,11,1,not-last
1005,image,correct,1,1351.012637,6,2,fartuch,josta,fartuch-josta,12,1,not-last
1005,ortho,correct,1,1354.841129,6,2,cytryna,chepra,cytryna-chepra,13,1,not-last
1005,image,correct,1,1357.927809,6,2,dynia,nuketo,dynia-nuketo,14,1,not-last
1005,image,correct,1,1360.82236,6,2,lotnisko,nedonim,lotnisko-nedonim,15,1,not-last
1005,image,correct,1,1364.971942,6,2,torba,debota,torba-debota,16,1,not-last
1005,image,correct,1,1368.656056,6,2,kolano,abedo,kolano-abedo,17,1,not-last
1005,image,correct,1,1371.738214,6,2,wyspa,alo,wyspa-alo,18,1,not-last
1005,image,correct,1,1374.407285,6,2,parasol,lakob,parasol-lakob,19,1,not-last
1005,image,correct,1,1377.273563,6,2,lalka,waben,lalka-waben,20,1,not-last
1005,image,correct,1,1380.587671,6,2,krowa,nalet,krowa-nalet,21,1,not-last
1005,ortho,correct,1,1384.783326,6,2,zegarek,staca,zegarek-staca,22,1,not-last
1005,image,correct,1,1388.898127,6,2,papuga,badipret,papuga-badipret,23,1,not-last
1005,ortho,correct,1,1391.878656,6,2,skarpetka,pakosta,skarpetka-pakosta,24,1,not-last
1005,image,correct,1,1398.297547,6,2,ucho,wema,ucho-wema,25,1,not-last
1005,ortho,correct,1,1401.59408,6,2,butelka,seranak,butelka-seranak,26,1,not-last
1005,ortho,correct,1,1407.343181,6,2,stopa,prelata,stopa-prelata,27,1,not-last
1005,image,correct,1,1412.247619,6,2,dzwonek,tobyla,dzwonek-tobyla,28,1,not-last
1005,image,correct,1,1415.805997,6,2,kapelusz,izodo,kapelusz-izodo,29,1,not-last
1005,image,correct,1,1419.083965,6,2,lustro,owiza,lustro-owiza,30,1,not-last
1005,image,correct,1,1422.240678,6,2,kaczka,ostana,kaczka-ostana,31,1,not-last
1005,ortho,correct,1,1425.235405,6,2,samolot,sawiko,samolot-sawiko,32,1,not-last
1005,ortho,correct,1,1430.292752,6,2,indyk,pekom,indyk-pekom,33,1,not-last
