participant,modality,response,response_c,rt,n_exposure,afc_loops,prime,target,pair,trial,loop,final_loop
1009,image,correct,1,1343.850522,11,7,dzwonek,josta,dzwonek-josta,48,2,not-last
1009,ortho,correct,1,1346.686479,11,7,oko,sodem,oko-sodem,49,2,not-last
1009,ortho,incorrect,0,1351.185272,11,7,samolot,pakosta,samolot-pakosta,50,2,not-last
1009,ortho,correct,1,1355.64026,11,7,cytryna,beler,cytryna-beler,51,2,not-last
1009,image,correct,1,1359.86682,11,7,wyspa,owiza,wyspa-owiza,52,2,not-last
1009,ortho,incorrect,0,1363.830483,11,7,stopa,uwa,stopa-uwa,53,2,not-last
1009,ortho,correct,1,1367.68464,11,7,butelka,chepra,butelka-chepra,54,2,not-last
1009,image,incorrect,0,1371.749704,11,7,torba,lakob,torba-lakob,55,2,not-last
1009,ortho,correct,1,1376.516395,11,7,kotwica,ezaja,kotwica-ezaja,56,2,not-last
1009,image,correct,1,1380.432469,11,7,krowa,nuketo,krowa-nuketo,57,2,not-last
1009,image,correct,1,1383.34951,11,7,foka,nedonim,foka-nedonim,58,2,not-last
1009,ortho,correct,1,1386.00727,11,7,zegarek,fena,zegarek-fena,59,2,not-last
1009,ortho,incorrect,0,1388.894931,11,7,silnik,prelata,silnik-prelata,60,2,not-last
1009,image,correct,1,1394.298148,11,7,kaczka,obir,kaczka-obir,61,2,not-last
1009,image,correct,1,1396.792692,11,7,kolano,ostana,kolano-ostana,62,2,not-last
1009,ortho,correct,1,1399.537657,11,7,skarpetka,seranak,skarpetka-seranak,63,2,not-last
1009,ortho,correct,1,1404.036912,11,7,papryka,lalum,papryka-lalum,64,2,not-last
1009,ortho,correct,1,1406.691634,11,7,osa,sawiko,osa-sawiko,65,2,not-last
1009,ortho,correct,1,1410.147809,11,7,cebula,staca,cebula-staca,66,2,not-last
1009,image,correct,1,1412.865155,11,7,lustro,waben,lustro-waben,67,2,not-last
1009,ortho,correct,1,1415.771753,11,7,homar,deba,homar-deba,68,2,not-last
1009,ortho,correct,1,1420.440703,11,7,owca,techar,owca-techar,69,2,not-last
1009,ortho,incorrect,0,1424.293439,11,7,gazeta,rocepra,gazeta-rocepra,70,2,not-last
1009,image,correct,1,1427.912185,11,7,winda,debota,winda-debota,71,2,not-last
1009,ortho,correct,1,1431.513444,11,7,koza,rojon,koza-rojon,72,2,not-last
1009,image,correct,1,1434.918479,11,7,jajko,nalet,jajko-nalet,73,2,not-last
1009,image,correct,1,1438.229503,11,7,ryba,alo,ryba-alo,74,2,not-last
1009,ortho,correct,1,1440.544656,11,7,indyk,nanoch,indyk-nanoch,75,2,not-last
1009,image,correct,1,1443.899299,11,7,lotnisko,badipret,lotnisko-badipret,76,2,not-last
1009,image,correct,1,1446.654389,11,7,parasol,ota,parasol-ota,77,2,not-last
1009,image,correct,1,1449.410209,11,7,fartuch,izodo,fartuch-izodo,78,2,not-last
1009,image,correct,1,1451.919535,11,7,kapelusz,stotewal,kapelusz-stotewal,79,2,not-last
1009,image,correct,1,1454.692695,11,7,ucho,honisa,ucho-honisa,80,2,not-last
1009,ortho,incorrect,0,1457.61603,11,7,mewa,tanek,mewa-tanek,81,3,not-last
1009,ortho,correct,1,1462.739573,11,7,krawat,lazin,krawat-lazin,82,3,not-last
1009,ortho,incorrect,0,1465.118821,11,7,ziemniak,pekom,ziemniak-pekom,83,3,not-last
1009,ortho,correct,1,1470.026079,11,7,oko,sodem,oko-sodem,84,3,not-last
1009,ortho,correct,1,1472.422885,11,7,samolot,pakosta,samolot-pakosta,85,3,not-last
1009,image,correct,1,1475.749786,11,7,palec,tobyla,palec-tobyla,86,3,not-last
1009,ortho,correct,1,1478.529314,11,7,cytryna,beler,cytryna-beler,87,3,not-last
1009,image,correct,1,1482.733083,11,7,dynia,abuset,dynia-abuset,88,3,not-last
1009,ortho,correct,1,1485.213312,11,7,stopa,uwa,stopa-uwa,89,3,not-last
1009,ortho,correct,1,1489.779535,11,7,butelka,chepra,butelka-chepra,90,3,not-last
1009,image,correct,1,1493.245022,11,7,lalka,abedo,lalka-abedo,91,3,not-last
1009,ortho,correct,1,1496.940723,11,7,kotwica,ezaja,kotwica-ezaja,92,3,not-last
1009,image,correct,1,1501.487207,11,7,papuga,wema,papuga-wema,93,3,not-last
1009,image,correct,1,1503.847145,11,7,dzwonek,josta,dzwonek-josta,94,3,not-last
1009,image,correct,1,1506.515904,11,7,wyspa,owiza,wyspa-owiza,95,3,not-last
1009,ortho,correct,1,1509.535742,11,7,zegarek,fena,zegarek-fena,96,3,not-last
1009,image,correct,1,1512.290524,11,7,torba,lakob,torba-lakob,97,3,not-last
1009,ortho,correct,1,1515.553137,11,7,silnik,prelata,silnik-prelata,98,3,not-last
1009,ortho,correct,1,1519.985386,11,7,skarpetka,seranak,skarpetka-seranak,99,3,not-last
1009,ortho,correct,1,1522.276921,11,7,papryka,lalum,papryka-lalum,100,3,not-last
1009,image,correct,1,1524.97125,11,7,krowa,nuketo,krowa-nuketo,101,3,not-last
1009,image,correct,1,1527.319563,11,7,foka,nedonim,foka-nedonim,102,3,not-last
1009,ortho,correct,1,1529.627765,11,7,osa,sawiko,osa-sawiko,103,3,not-last
1009,ortho,correct,1,1532.800674,11,7,cebula,staca,cebula-staca,104,3,not-last
1009,ortho,correct,1,1535.5874,11,7,homar,deba,homar-deba,105,3,not-last
1009,ortho,correct,1,1539.311979,11,7,owca,techar,owca-techar,106,3,not-last
1009,ortho,correct,1,1542.422535,11,7,gazeta,rocepra,gazeta-rocepra,107,3,not-last
1009,ortho,correct,1,1545.368653,11,7,koza,rojon,koza-rojon,108,3,not-last
1009,ortho,correct,1,1547.567497,11,7,indyk,nanoch,indyk-nanoch,109,3,not-last
1009,image,correct,1,1550.39612,11,7,kaczka,obir,kaczka-obir,110,3,not-last
1009,image,correct,1,1552.663052,11,7,kolano,ostana,kolano-ostana,111,3,not-last
1009,image,correct,1,1555.40037,11,7,lustro,waben,lustro-waben,112,3,not-last
1009,image,correct,1,1558.079277,11,7,winda,debota,winda-debota,113,3,not-last
1009,image,correct,1,1561.241905,11,7,jajko,nalet,jajko-nalet,114,3,not-last
1009,image,correct,1,1563.954595,11,7,ryba,alo,ryba-alo,115,3,not-last
1009,image,correct,1,1565.910224,11,7,lotnisko,badipret,lotnisko-badipret,116,3,not-last
1009,image,correct,1,1568.243263,11,7,parasol,ota,parasol-ota,117,3,not-last
1009,image,correct,1,1570.892459,11,7,fartuch,izodo,fartuch-izodo,118,3,not-last
1009,image,correct,1,1573.584671,11,7,kapelusz,stotewal,kapelusz-stotewal,119,3,not-last
1009,image,correct,1,1576.086524,11,7,ucho,honisa,ucho-honisa,120,3,not-last
1009,ortho,correct,1,1578.621933,11,7,mewa,tanek,mewa-tanek,121,4,not-last
1009,ortho,correct,1,1584.758522,11,7,krawat,lazin,krawat-lazin,122,4,not-last
1009,image,correct,1,1587.632414,11,7,palec,tobyla,palec-tobyla,123,4,not-last
1009,ortho,correct,1,1590.360685,11,7,ziemniak,pekom,ziemniak-pekom,124,4,not-last
1009,image,correct,1,1593.754013,11,7,dynia,abuset,dynia-abuset,125,4,not-last
1009,image,correct,1,1597.011665,11,7,lalka,abedo,lalka-abedo,126,4,not-last
1009,image,correct,1,1599.937862,11,7,papuga,wema,papuga-wema,127,4,not-last
1009,image,correct,1,1602.169539,11,7,dzwonek,josta,dzwonek-josta,128,4,not-last
1009,ortho,incorrect,0,1605.01261,11,7,oko,sodem,oko-sodem,129,4,not-last
1009,image,correct,1,1608.821774,11,7,wyspa,owiza,wyspa-owiza,130,4,not-last
1009,image,correct,1,1612.250377,11,7,torba,lakob,torba-lakob,131,4,not-last
1009,ortho,correct,1,1614.916934,11,7,samolot,pakosta,samolot-pakosta,132,4,not-last
1009,image,correct,1,1619.239504,11,7,krowa,nuketo,krowa-nuketo,133,4,not-last
1009,ortho,correct,1,1621.518746,11,7,cytryna,beler,cytryna-beler,134,4,not-last
1009,image,correct,1,1626.755221,11,7,foka,nedonim,foka-nedonim,135,4,not-last
1009,ortho,correct,1,1629.424126,11,7,stopa,uwa,stopa-uwa,136,4,not-last
1009,ortho,correct,1,1631.993651,11,7,butelka,chepra,butelka-chepra,137,4,not-last
1009,image,correct,1,1635.115641,11,7,kaczka,obir,kaczka-obir,138,4,not-last
1009,image,correct,1,1637.359698,11,7,kolano,ostana,kolano-ostana,139,4,not-last
1009,ortho,correct,1,1640.662701,11,7,kotwica,ezaja,kotwica-ezaja,140,4,not-last
1009,ortho,correct,1,1643.277724,11,7,zegarek,fena,zegarek-fena,141,4,not-last
1009,ortho,incorrect,0,1645.677057,11,7,silnik,prelata,silnik-prelata,142,4,not-last
1009,image,correct,1,1649.226555,11,7,lustro,waben,lustro-waben,143,4,not-last
1009,image,correct,1,1652.297902,11,7,winda,debota,winda-debota,144,4,not-last
1009,image,correct,1,1654.928,11,7,jajko,nalet,jajko-nalet,145,4,not-last
1009,ortho,correct,1,1657.387684,11,7,skarpetka,seranak,skarpetka-seranak,146,4,not-last
1009,ortho,correct,1,1660.505143,11,7,papryka,lalum,papryka-lalum,147,4,not-last
1009,image,correct,1,1663.12523,11,7,ryba,alo,ryba-alo,148,4,not-last
1009,image,correct,1,1665.281182,11,7,lotnisko,badipret,lotnisko-badipret,149,4,not-last
1009,ortho,correct,1,1668.150345,11,7,osa,sawiko,osa-sawiko,150,4,not-last
1009,image,correct,1,1671.085118,11,7,parasol,ota,parasol-ota,151,4,not-last
1009,ortho,correct,1,1673.565418,11,7,cebula,staca,cebula-staca,152,4,not-last
1009,image,correct,1,1676.707564,11,7,fartuch,izodo,fartuch-izodo,153,4,not-last
1009,ortho,correct,1,1679.278395,11,7,homar,deba,homar-deba,154,4,not-last
1009,ortho,correct,1,1682.051584,11,7,owca,techar,owca-techar,155,4,not-last
1009,ortho,correct,1,1684.472789,11,7,gazeta,rocepra,gazeta-rocepra,156,4,not-last
1009,ortho,correct,1,1686.855517,11,7,koza,rojon,koza-rojon,157,4,not-last
1009,image,correct,1,1689.703464,11,7,kapelusz,stotewal,kapelusz-stotewal,158,4,not-last
1009,image,incorrect,0,1692.659654,11,7,ucho,honisa,ucho-honisa,159,4,not-last
1009,ortho,correct,1,1695.883097,11,7,indyk,nanoch,indyk-nanoch,160,4,not-last
1009,ortho,correct,1,1698.848157,11,7,mewa,tanek,mewa-tanek,161,5,not-last
1009,ortho,incorrect,0,1703.796905,11,7,krawat,lazin,krawat-lazin,162,5,not-last
1009,ortho,correct,1,1706.539971,11,7,ziemniak,pekom,ziemniak-pekom,163,5,not-last
1009,image,correct,1,1710.053166,11,7,palec,tobyla,palec-tobyla,164,5,not-last
1009,ortho,correct,1,1712.686352,11,7,oko,sodem,oko-sodem,165,5,not-last
1009,image,correct,1,1715.190672,11,7,dynia,abuset,dynia-abuset,166,5,not-last
1009,image,correct,1,1717.719237,11,7,lalka,abedo,lalka-abedo,167,5,not-last
1009,image,correct,1,1720.871846,11,7,papuga,wema,papuga-wema,168,5,not-last
1009,ortho,correct,1,1722.900654,11,7,samolot,pakosta,samolot-pakosta,169,5,not-last
1009,image,correct,1,1726.478913,11,7,dzwonek,josta,dzwonek-josta,170,5,not-last
1009,image,correct,1,1728.687162,11,7,wyspa,owiza,wyspa-owiza,171,5,not-last
1009,ortho,correct,1,1731.260339,11,7,cytryna,beler,cytryna-beler,172,5,not-last
1009,image,correct,1,1734.989731,11,7,torba,lakob,torba-lakob,173,5,not-last
1009,image,correct,1,1737.527345,11,7,krowa,nuketo,krowa-nuketo,174,5,not-last
1009,ortho,correct,1,1739.884333,11,7,stopa,uwa,stopa-uwa,175,5,not-last
1009,image,correct,1,1742.567004,11,7,foka,nedonim,foka-nedonim,176,5,not-last
1009,ortho,correct,1,1745.242581,11,7,butelka,chepra,butelka-chepra,177,5,not-last
1009,ortho,correct,1,1747.614332,11,7,kotwica,ezaja,kotwica-ezaja,178,5,not-last
1009,ortho,correct,1,1750.262014,11,7,zegarek,fena,zegarek-fena,179,5,not-last
1009,image,correct,1,1752.251371,11,7,kaczka,obir,kaczka-obir,180,5,not-last
1009,ortho,correct,1,1754.311053,11,7,silnik,prelata,silnik-prelata,181,5,not-last
1009,ortho,correct,1,1757.788365,11,7,skarpetka,seranak,skarpetka-seranak,182,5,not-last
1009,image,correct,1,1760.185624,11,7,kolano,ostana,kolano-ostana,183,5,not-last
1009,ortho,correct,1,1762.78939,11,7,papryka,lalum,papryka-lalum,184,5,not-last
1009,image,correct,1,1765.753317,11,7,lustro,waben,lustro-waben,185,5,not-last
1009,image,correct,1,1768.035639,11,7,winda,debota,winda-debota,186,5,not-last
1009,ortho,correct,1,1770.537878,11,7,osa,sawiko,osa-sawiko,187,5,not-last
1009,ortho,correct,1,1773.816043,11,7,cebula,staca,cebula-staca,188,5,not-last
1009,image,correct,1,1776.24616,11,7,jajko,nalet,jajko-nalet,189,5,not-last
1009,image,correct,1,1778.473834,11,7,ryba,alo,ryba-alo,190,5,not-last
1009,image,correct,1,1780.601665,11,7,lotnisko,badipret,lotnisko-badipret,191,5,not-last
1009,ortho,correct,1,1783.706829,11,7,homar,deba,homar-deba,192,5,not-last
1009,image,correct,1,1786.740673,11,7,parasol,ota,parasol-ota,193,5,not-last
1009,image,correct,1,1788.874489,11,7,fartuch,izodo,fartuch-izodo,194,5,not-last
1009,ortho,correct,1,1790.754963,11,7,owca,techar,owca-techar,195,5,not-last
1009,image,correct,1,1794.746138,11,7,kapelusz,stotewal,kapelusz-stotewal,196,5,not-last
1009,ortho,correct,1,1796.777148,11,7,gazeta,rocepra,gazeta-rocepra,197,5,not-last
1009,image,correct,1,1799.349486,11,7,ucho,honisa,ucho-honisa,198,5,not-last
1009,ortho,correct,1,1801.864217,11,7,koza,rojon,koza-rojon,199,5,not-last
1009,ortho,correct,1,1805.399948,11,7,indyk,nanoch,indyk-nanoch,200,5,not-last
1009,image,correct,1,1808.128321,11,7,palec,tobyla,palec-tobyla,201,6,not-last
1009,image,correct,1,1810.800339,11,7,dynia,abuset,dynia-abuset,202,6,not-last
1009,ortho,correct,1,1813.014271,11,7,mewa,tanek,mewa-tanek,203,6,not-last
1009,image,correct,1,1818.26957,11,7,lalka,abedo,lalka-abedo,204,6,not-last
1009,ortho,correct,1,1821.147302,11,7,krawat,lazin,krawat-lazin,205,6,not-last
1009,ortho,correct,1,1823.794934,11,7,ziemniak,pekom,ziemniak-pekom,206,6,not-last
1009,ortho,correct,1,1826.013057,11,7,oko,sodem,oko-sodem,207,6,not-last
1009,image,correct,1,1828.695477,11,7,papuga,wema,papuga-wema,208,6,not-last
1009,image,correct,1,1831.426455,11,7,dzwonek,josta,dzwonek-josta,209,6,not-last
1009,image,correct,1,1833.814561,11,7,wyspa,owiza,wyspa-owiza,210,6,not-last
1009,ortho,incorrect,0,1836.001676,11,7,samolot,pakosta,samolot-pakosta,211,6,not-last
1009,image,correct,1,1840.43555,11,7,torba,lakob,torba-lakob,212,6,not-last
1009,image,correct,1,1843.151324,11,7,krowa,nuketo,krowa-nuketo,213,6,not-last
1009,ortho,correct,1,1845.423554,11,7,cytryna,beler,cytryna-beler,214,6,not-last
1009,ortho,correct,1,1848.732464,11,7,stopa,uwa,stopa-uwa,215,6,not-last
1009,image,correct,1,1851.062108,11,7,foka,nedonim,foka-nedonim,216,6,not-last
1009,ortho,correct,1,1853.26563,11,7,butelka,chepra,butelka-chepra,217,6,not-last
1009,ortho,correct,1,1855.467668,11,7,kotwica,ezaja,kotwica-ezaja,218,6,not-last
1009,ortho,correct,1,1858.006813,11,7,zegarek,fena,zegarek-fena,219,6,not-last
1009,ortho,correct,1,1860.301387,11,7,silnik,prelata,silnik-prelata,220,6,not-last
1009,image,correct,1,1865.224126,11,7,kaczka,obir,kaczka-obir,221,6,not-last
1009,image,correct,1,1867.244424,11,7,kolano,ostana,kolano-ostana,222,6,not-last
1009,ortho,correct,1,1870.429425,11,7,skarpetka,seranak,skarpetka-seranak,223,6,not-last
1009,ortho,correct,1,1872.982502,11,7,papryka,lalum,papryka-lalum,224,6,not-last
1009,image,correct,1,1875.943026,11,7,lustro,waben,lustro-waben,225,6,not-last
1009,image,correct,1,1879.242908,11,7,winda,debota,winda-debota,226,6,not-last
1009,ortho,correct,1,1881.656472,11,7,osa,sawiko,osa-sawiko,227,6,not-last
1009,ortho,correct,1,1883.979786,11,7,cebula,staca,cebula-staca,228,6,not-last
1009,ortho,correct,1,1888.312587,11,7,homar,deba,homar-deba,229,6,not-last
1009,image,correct,1,1891.534589,11,7,jajko,nalet,jajko-nalet,230,6,not-last
1009,image,correct,1,1893.568509,11,7,ryba,alo,ryba-alo,231,6,not-last
1009,image,correct,1,1895.633713,11,7,lotnisko,badipret,lotnisko-badipret,232,6,not-last
1009,ortho,correct,1,1898.148892,11,7,owca,techar,owca-techar,233,6,not-last
1009,image,correct,1,1901.876658,11,7,parasol,ota,parasol-ota,234,6,not-last
1009,image,correct,1,1903.903709,11,7,fartuch,izodo,fartuch-izodo,235,6,not-last
1009,image,correct,1,1905.748851,11,7,kapelusz,stotewal,kapelusz-stotewal,236,6,not-last
1009,image,correct,1,1907.788887,11,7,ucho,honisa,ucho-honisa,237,6,not-last
1009,ortho,correct,1,1910.040904,11,7,gazeta,rocepra,gazeta-rocepra,238,6,not-last
1009,ortho,correct,1,1912.26999,11,7,koza,rojon,koza-rojon,239,6,not-last
1009,ortho,correct,1,1914.832922,11,7,indyk,nanoch,indyk-nanoch,240,6,not-last
1009,image,correct,1,1918.853093,11,7,palec,tobyla,palec-tobyla,241,7,last
1009,ortho,correct,1,1921.75588,11,7,mewa,tanek,mewa-tanek,242,7,last
1009,image,correct,1,1928.160895,11,7,dynia,abuset,dynia-abuset,243,7,last
1009,ortho,correct,1,1930.727363,11,7,krawat,lazin,krawat-lazin,244,7,last
1009,image,correct,1,1934.785455,11,7,lalka,abedo,lalka-abedo,245,7,last
1009,ortho,correct,1,1937.087469,11,7,ziemniak,pekom,ziemniak-pekom,246,7,last
1009,image,correct,1,1940.144171,11,7,papuga,wema,papuga-wema,247,7,last
1009,image,correct,1,1942.227879,11,7,dzwonek,josta,dzwonek-josta,248,7,last
1009,ortho,correct,1,1944.200291,11,7,oko,sodem,oko-sodem,249,7,last
1009,image,correct,1,1946.609237,11,7,wyspa,owiza,wyspa-owiza,250,7,last
1009,image,correct,1,1949.35052,11,7,torba,lakob,torba-lakob,251,7,last
1009,image,correct,1,1951.700244,11,7,krowa,nuketo,krowa-nuketo,252,7,last
1009,ortho,correct,1,1953.781966,11,7,samolot,pakosta,samolot-pakosta,253,7,last
1009,ortho,correct,1,1956.8669,11,7,cytryna,beler,cytryna-beler,254,7,last
1009,image,correct,1,1959.31563,11,7,foka,nedonim,foka-nedonim,255,7,last
1009,ortho,correct,1,1961.547221,11,7,stopa,uwa,stopa-uwa,256,7,last
1009,ortho,correct,1,1963.727619,11,7,butelka,chepra,butelka-chepra,257,7,last
1009,ortho,correct,1,1965.909701,11,7,kotwica,ezaja,kotwica-ezaja,258,7,last
1009,ortho,correct,1,1968.006504,11,7,zegarek,fena,zegarek-fena,259,7,last
1009,ortho,correct,1,1970.342416,11,7,silnik,prelata,silnik-prelata,260,7,last
1009,ortho,correct,1,1973.265042,11,7,skarpetka,seranak,skarpetka-seranak,261,7,last
1009,ortho,correct,1,1975.329693,11,7,papryka,lalum,papryka-lalum,262,7,last
1009,ortho,correct,1,1978.160197,11,7,osa,sawiko,osa-sawiko,263,7,last
1009,ortho,correct,1,1980.551665,11,7,cebula,staca,cebula-staca,264,7,last
1009,image,correct,1,1983.054081,11,7,kaczka,obir,kaczka-obir,265,7,last
1009,image,correct,1,1985.353413,11,7,kolano,ostana,kolano-ostana,266,7,last
1009,image,correct,1,1987.570418,11,7,lustro,waben,lustro-waben,267,7,last
1009,image,correct,1,1990.07798,11,7,winda,debota,winda-debota,268,7,last
1009,ortho,correct,1,1993.485341,11,7,homar,deba,homar-deba,269,7,last
1009,image,correct,1,1996.457554,11,7,jajko,nalet,jajko-nalet,270,7,last
1009,image,correct,1,1998.898591,11,7,ryba,alo,ryba-alo,271,7,last
1009,ortho,correct,1,2001.169322,11,7,owca,techar,owca-techar,272,7,last
1009,image,correct,1,2005.753182,11,7,lotnisko,badipret,lotnisko-badipret,273,7,last
1009,image,correct,1,2008.635588,11,7,parasol,ota,parasol-ota,274,7,last
1009,image,correct,1,2010.66006,11,7,fartuch,izodo,fartuch-izodo,275,7,last
1009,ortho,correct,1,2013.023948,11,7,gazeta,rocepra,gazeta-rocepra,276,7,last
1009,ortho,correct,1,2015.980082,11,7,koza,rojon,koza-rojon,277,7,last
1009,ortho,correct,1,2019.168722,11,7,indyk,nanoch,indyk-nanoch,278,7,last
1009,image,correct,1,2021.953697,11,7,kapelusz,stotewal,kapelusz-stotewal,279,7,last
1009,image,correct,1,2024.487011,11,7,ucho,honisa,ucho-honisa,280,7,last
1010,image,correct,1,1360.119144,7,3,foka,obir,foka-obir,1,1,not-last
1010,image,correct,1,1363.961567,7,3,winda,abuset,winda-abuset,2,1,not-last
1010,image,correct,1,1366.639347,7,3,ryba,honisa,ryba-honisa,3,1,not-last
1010,image,correct,1,1369.185265,7,3,palec,ota,palec-ota,4,1,not-last
1010,ortho,correct,1,1371.804949,7,3,ziemniak,fena,ziemniak-fena,5,1,not-last
1010,ortho,correct,1,1374.543482,7,3,osa,tanek,osa-tanek,6,1,not-last
1010,image,correct,1,1380.298276,7,3,jajko,stotewal,jajko-stotewal,7,1,not-last
1010,image,correct,1,1383.324192,7,3,fartuch,josta,fartuch-josta,8,1,not-last
1010,ortho,correct,1,1388.258488,7,3,papryka,deba,papryka-deba,9,1,not-last
1010,image,correct,1,1391.067624,7,3,dynia,nuketo,dynia-nuketo,10,1,not-last
1010,ortho,correct,1,1393.761788,7,3,owca,sodem,owca-sodem,11,1,not-last
1010,ortho,correct,1,1396.350909,7,3,kotwica,nanoch,kotwica-nanoch,12,1,not-last
1010,ortho,correct,1,1399.292151,7,3,krawat,ezaja,krawat-ezaja,13,1,not-last
1010,ortho,correct,1,1401.94052,7,3,cytryna,chepra,cytryna-chepra,14,1,not-last
1010,image,correct,1,1404.626323,7,3,lotnisko,nedonim,lotnisko-nedonim,15,1,not-last
1010,image,correct,1,1409.192353,7,3,torba,debota,torba-debota,16,1,not-last
1010,ortho,correct,1,1412.022052,7,3,zegarek,staca,zegarek-staca,17,1,not-last
1010,ortho,incorrect,0,1414.863528,7,3,skarpetka,pakosta,skarpetka-pakosta,18,1,not-last
1010,ortho,correct,1,1423.447248,7,3,butelka,seranak,butelka-seranak,19,1,not-last
1010,ortho,correct,1,1427.32004,7,3,stopa,prelata,stopa-prelata,20,1,not-last
1010,ortho,correct,1,1439.991011,7,3,samolot,sawiko,samolot-sawiko,21,1,not-last
1010,image,correct,1,1442.907287,7,3,kolano,abedo,kolano-abedo,22,1,not-last
1010,ortho,correct,1,1446.004917,7,3,indyk,pekom,indyk-pekom,23,1,not-last
1010,image,correct,1,1448.849968,7,3,wyspa,alo,wyspa-alo,24,1,not-last
1010,image,correct,1,1451.017115,7,3,parasol,lakob,parasol-lakob,25,1,not-last
1010,ortho,correct,1,1455.23333,7,3,koza,lalum,koza-lalum,26,1,not-last
1010,image,correct,1,1458.210309,7,3,lalka,waben,lalka-waben,27,1,not-last
1010,ortho,correct,1,1460.900541,7,3,mewa,rojon,mewa-rojon,28,1,not-last
1010,ortho,correct,1,1463.92599,7,3,homar,rocepra,homar-rocepra,29,1,not-last
1010,image,correct,1,1467.084652,7,3,krowa,nalet,krowa-nalet,30,1,not-last
1010,image,correct,1,1470.860468,7,3,papuga,badipret,papuga-badipret,31,1,not-last
1010,image,correct,1,1473.310393,7,3,ucho,wema,ucho-wema,32,1,not-last
1010,ortho,correct,1,1476.198134,7,3,silnik,techar,silnik-techar,33,1,not-last
1010,ortho,correct,1,1478.771716,7,3,gazeta,beler,gazeta-beler,34,1,not-last
1010,image,correct,1,1481.507459,7,3,dzwonek,tobyla,dzwonek-tobyla,35,1,not-last
1010,image,correct,1,1485.269326,7,3,kapelusz,izodo,kapelusz-izodo,36,1,not-last
1010,image,correct,1,1488.104562,7,3,lustro,owiza,lustro-owiza,37,1,not-last
1010,ortho,correct,1,1490.722572,7,3,oko,lazin,oko-lazin,38,1,not-last
1010,image,correct,1,1493.884211,7,3,kaczka,ostana,kaczka-ostana,39,1,not-last
1010,ortho,correct,1,1498.003884,7,3,cebula,uwa,cebula-uwa,40,1,not-last
1010,ortho,incorrect,0,1501.67768,7,3,ziemniak,fena,ziemniak-fena,41,2,not-last
1010,ortho,correct,1,1508.981908,7,3,osa,tanek,osa-tanek,42,2,not-last
1010,ortho,correct,1,1514.129907,7,3,papryka,deba,papryka-deba,43,2,not-last
1010,ortho,correct,1,1517.432241,7,3,owca,sodem,owca-sodem,44,2,not-last
1010,ortho,correct,1,1520.217908,7,3,kotwica,nanoch,kotwica-nanoch,45,2,not-last
1010,ortho,correct,1,1522.607288,7,3,krawat,ezaja,krawat-ezaja,46,2,not-last
1010,image,correct,1,1525.425393,7,3,foka,obir,foka-obir,47,2,not-last
1010,image,correct,1,1528.20386,7,3,winda,abuset,winda-abuset,48,2,not-last
1010,image,correct,1,1531.345318,7,3,ryba,honisa,ryba-honisa,49,2,not-last
1010,image,correct,1,1533.787406,7,3,palec,ota,palec-ota,50,2,not-last
1010,image,correct,1,1536.105165,7,3,jajko,stotewal,jajko-stotewal,51,2,not-last
1010,image,correct,1,1538.576994,7,3,fartuch,josta,fartuch-josta,52,2,not-last
1010,ortho,correct,1,1541.089189,7,3,cytryna,chepra,cytryna-chepra,53,2,not-last
1010,image,correct,1,1543.986009,7,3,dynia,nuketo,dynia-nuketo,54,2,not-last
1010,ortho,correct,1,1546.777245,7,3,zegarek,staca,zegarek-staca,55,2,not-last
1010,ortho,correct,1,1549.599481,7,3,skarpetka,pakosta,skarpetka-pakosta,56,2,not-last
1010,image,correct,1,1570.75798,7,3,lotnisko,nedonim,lotnisko-nedonim,57,2,not-last
1010,ortho,incorrect,0,1573.455334,7,3,butelka,seranak,butelka-seranak,58,2,not-last
1010,ortho,correct,1,1576.602235,7,3,stopa,prelata,stopa-prelata,59,2,not-last
1010,ortho,correct,1,1579.255822,7,3,samolot,sawiko,samolot-sawiko,60,2,not-last
1010,ortho,correct,1,1582.264134,7,3,indyk,pekom,indyk-pekom,61,2,not-last
1010,ortho,correct,1,1585.630995,7,3,koza,lalum,koza-lalum,62,2,not-last
1010,ortho,correct,1,1588.284547,7,3,mewa,rojon,mewa-rojon,63,2,not-last
1010,ortho,correct,1,1591.384285,7,3,homar,rocepra,homar-rocepra,64,2,not-last
1010,ortho,correct,1,1594.002447,7,3,silnik,techar,silnik-techar,65,2,not-last
1010,image,correct,1,1596.326645,7,3,torba,debota,torba-debota,66,2,not-last
1010,ortho,correct,1,1598.675398,7,3,gazeta,beler,gazeta-beler,67,2,not-last
1010,image,correct,1,1601.574007,7,3,kolano,abedo,kolano-abedo,68,2,not-last
1010,image,correct,1,1604.404642,7,3,wyspa,alo,wyspa-alo,69,2,not-last
1010,ortho,correct,1,1606.561867,7,3,oko,lazin,oko-lazin,70,2,not-last
1010,image,correct,1,1608.907083,7,3,parasol,lakob,parasol-lakob,71,2,not-last
1010,image,correct,1,1611.489148,7,3,lalka,waben,lalka-waben,72,2,not-last
1010,image,correct,1,1613.891594,7,3,krowa,nalet,krowa-nalet,73,2,not-last
1010,ortho,correct,1,1616.688978,7,3,cebula,uwa,cebula-uwa,74,2,not-last
1010,image,correct,1,1619.256717,7,3,papuga,badipret,papuga-badipret,75,2,not-last
1010,image,correct,1,1621.537801,7,3,ucho,wema,ucho-wema,76,2,not-last
